iter	Logloss
0	0.6746736965
1	0.6435386534
2	0.6331719279
3	0.6034174252
4	0.5724328019
5	0.5349522697
6	0.519109337
7	0.4951475851
8	0.4717819239
9	0.4613370626
10	0.4491703508
11	0.4357438815
12	0.4194295903
13	0.4070256044
14	0.3985088175
15	0.3847360974
16	0.3718647641
17	0.3659055366
18	0.3623481712
19	0.3507066872
20	0.3461613937
21	0.3426162132
22	0.3348166395
23	0.3261682846
24	0.3204130157
25	0.3119686735
26	0.3054707043
27	0.2999289704
28	0.29557959
29	0.29471516
30	0.2900535015
31	0.2889335884
32	0.2847993356
33	0.279919788
34	0.2766637079
35	0.2726802043
36	0.2688400196
37	0.2652298545
38	0.2643712697
39	0.2604429247
40	0.2574711925
41	0.2553314881
42	0.2528584402
43	0.2505602313
44	0.2464200077
45	0.2455108192
46	0.2421514233
47	0.2388604951
48	0.2379786005
49	0.2363777203
50	0.2339827828
51	0.2325638079
52	0.2302284267
53	0.2289534321
54	0.2254269865
55	0.2235522065
56	0.2226059188
57	0.2224296728
58	0.2214008384
59	0.2200670125
60	0.2196905796
61	0.2180820745
62	0.2172001356
63	0.2169912907
64	0.2157196715
65	0.2122154005
66	0.2110114209
67	0.2100337805
68	0.2094262134
69	0.2080587671
70	0.2058084452
71	0.2044069379
72	0.2027695824
73	0.2016797656
74	0.1992501397
75	0.1978716142
76	0.1953806057
77	0.1951682383
78	0.1941008249
79	0.1903777137
80	0.1883978802
81	0.187233235
82	0.1868854286
83	0.1867992737
84	0.1861423869
85	0.1845173175
86	0.1840814905
87	0.1837603598
88	0.1833296018
89	0.181727696
90	0.1816387086
91	0.1789696535
92	0.1764075191
93	0.1754641411
94	0.1741330082
95	0.1732167906
96	0.1725964084
97	0.1707211624
98	0.1703152827
99	0.1696099065
100	0.1695595907
101	0.169366717
102	0.1689325849
103	0.1685365584
104	0.1675263459
105	0.1667233758
106	0.1653276394
107	0.1642845765
108	0.1632496255
109	0.1617881602
110	0.1604778823
111	0.1595769609
112	0.1584723169
113	0.1581425928
114	0.1572971473
115	0.1558991704
116	0.15526
117	0.1532195454
118	0.1526247489
119	0.1520560872
120	0.1495976464
121	0.1475981098
122	0.14484406
123	0.1439208976
124	0.1437950824
125	0.1434096714
126	0.1430222651
127	0.1424188874
128	0.1420597902
129	0.1415845864
130	0.1415731281
131	0.1413936911
132	0.1401660524
133	0.1399295789
134	0.1395192664
135	0.1388538042
136	0.1383095149
137	0.1371494353
138	0.1364688205
139	0.1347477759
140	0.1340777148
141	0.134004488
142	0.1339386468
143	0.1328940853
144	0.1326768349
145	0.1314479859
146	0.1304306906
147	0.1298630651
148	0.1293031014
149	0.129187338
150	0.1278676237
151	0.1270122315
152	0.1250947038
153	0.1244906742
154	0.1244692344
155	0.1241290216
156	0.1240903431
157	0.1225804058
158	0.1220023891
159	0.1218328349
160	0.120942176
161	0.1203752689
162	0.1203621583
163	0.1198712039
164	0.119507325
165	0.117625472
166	0.1175369253
167	0.1173200182
168	0.1169479439
169	0.1164871412
170	0.1160662015
171	0.1148300145
172	0.113766043
173	0.1133650014
174	0.1127980686
175	0.1120310365
176	0.1117576001
177	0.1108539014
178	0.1102249651
179	0.1101862712
180	0.1100195352
181	0.1098184629
182	0.1086833035
183	0.1080430057
184	0.1070892868
185	0.1064536936
186	0.1051788258
187	0.1039301974
188	0.1036402351
189	0.1029880281
190	0.1028788607
191	0.1013148096
192	0.1010419181
193	0.1001317108
194	0.09974411916
195	0.09946718724
196	0.09877226134
197	0.09783622322
198	0.09772606773
199	0.09662871157
200	0.0965992866
201	0.09648722316
202	0.09557119531
203	0.09537930847
204	0.09485906141
205	0.09419077062
206	0.09322294587
207	0.09282868025
208	0.09243320666
209	0.09146018922
210	0.09085578818
211	0.09052782331
212	0.08992417913
213	0.08904689573
214	0.08876758534
215	0.0876560859
216	0.08694072152
217	0.08635245028
218	0.086113956
219	0.08569847556
220	0.08470478291
221	0.08368878184
222	0.08327979286
223	0.082857005
224	0.08207654894
225	0.08119072944
226	0.08048048863
227	0.08011660722
228	0.07993068351
229	0.07868152994
230	0.0781645299
231	0.07784219083
232	0.07711012739
233	0.07641226651
234	0.07568707481
235	0.07551611079
236	0.0750732763
237	0.07489110548
238	0.07430675116
239	0.07390651462
240	0.07357445035
241	0.07344977061
242	0.07274234031
243	0.0722261735
244	0.07131312525
245	0.0709835032
246	0.07091436196
247	0.07055375634
248	0.07054767578
249	0.07014730927
250	0.06998493873
251	0.06949105297
252	0.06862187594
253	0.06805343532
254	0.06721841342
255	0.06700847016
256	0.06644642114
257	0.06604122756
258	0.06566087834
259	0.06533109536
260	0.06510198988
261	0.0644907558
262	0.06426186634
263	0.06375830717
264	0.06320449925
265	0.0630109988
266	0.06227667309
267	0.06222682066
268	0.06165428102
269	0.06091866098
270	0.06039601923
271	0.06011493385
272	0.05960193956
273	0.05912357098
274	0.05860762166
275	0.05829737321
276	0.05764092568
277	0.05700333027
278	0.05652897658
279	0.05648771003
280	0.05614030806
281	0.05590326746
282	0.05544364468
283	0.05459862543
284	0.05439786788
285	0.05403795111
286	0.05354965126
287	0.05325244002
288	0.05305847786
289	0.05261890436
290	0.05218552187
291	0.05207540902
292	0.05147178528
293	0.05106589118
294	0.05103228353
295	0.05093314712
296	0.05072165255
297	0.0504349888
298	0.05006741646
299	0.04967832049
300	0.0493038607
301	0.04889636209
302	0.04838237343
303	0.04811497196
304	0.04794593217
305	0.04753317264
306	0.04716473822
307	0.04684033999
308	0.04639478153
309	0.04613271332
310	0.04595719085
311	0.04572447892
312	0.04549617481
313	0.04514404078
314	0.04460673691
315	0.04434299923
316	0.04416956551
317	0.04400031283
318	0.04365171659
319	0.04338588684
320	0.04293604581
321	0.04274514416
322	0.04239737239
323	0.04219166216
324	0.04203136262
325	0.04171080646
326	0.04136210455
327	0.0408916898
328	0.04083281341
329	0.04062427014
330	0.04032624976
331	0.04015526542
332	0.03995265615
333	0.03960974716
334	0.03945779342
335	0.03923249805
336	0.03895677094
337	0.03875889209
338	0.03841669262
339	0.0382422107
340	0.03797195267
341	0.03792803661
342	0.0376612599
343	0.03740270088
344	0.03726939455
345	0.03711077665
346	0.0368515197
347	0.03669147362
348	0.03649747572
349	0.03640608238
350	0.03617935978
351	0.03599253604
352	0.03587503054
353	0.03582938326
354	0.03565718692
355	0.03543234053
356	0.03535828738
357	0.03506897721
358	0.03494320841
359	0.03490540329
360	0.03486283396
361	0.03475737606
362	0.03469325214
363	0.03450385017
364	0.03435901824
365	0.03430404291
366	0.03417559508
367	0.03401507728
368	0.03381741226
369	0.03373646681
370	0.03371981081
371	0.03365826433
372	0.03355793205
373	0.03350892461
374	0.03339909739
375	0.03325505212
376	0.03297792877
377	0.03280191899
378	0.03277027521
379	0.03258458161
380	0.03237554453
381	0.03204652747
382	0.03177442544
383	0.03138505997
384	0.03121075014
385	0.03096041916
386	0.03085705543
387	0.03074940404
388	0.03056050241
389	0.03035424428
390	0.03028905357
391	0.0301523303
392	0.03003760692
393	0.02986037286
394	0.02983436653
395	0.02981991329
396	0.02976891455
397	0.02966929368
398	0.02959048961
399	0.02955500144
400	0.02928293698
401	0.02918086736
402	0.02903957971
403	0.02896002028
404	0.02881264443
405	0.02876069002
406	0.02873734814
407	0.0286660258
408	0.02853895257
409	0.02845487808
410	0.02828853982
411	0.0280981499
412	0.02794034642
413	0.02792491041
414	0.02790701303
415	0.02777821981
416	0.02768040528
417	0.02754947408
418	0.02748064727
419	0.02724454364
420	0.02722696369
421	0.0272134049
422	0.02700650388
423	0.02679826614
424	0.02670905981
425	0.02654379956
426	0.02643428993
427	0.02640972029
428	0.02627530839
429	0.0261988432
430	0.02611653624
431	0.02601220805
432	0.02590568108
433	0.02588377596
434	0.02575420339
435	0.02566573124
436	0.02558858325
437	0.02553691353
438	0.02546608585
439	0.02536191681
440	0.02515903056
441	0.02502489283
442	0.02497318022
443	0.02495344341
444	0.02488491693
445	0.02487943039
446	0.0248069482
447	0.02472619694
448	0.02465686422
449	0.02453427356
450	0.02446783614
451	0.02444962635
452	0.02438099011
453	0.02435394583
454	0.02432317409
455	0.02409871646
456	0.02382860568
457	0.02373335932
458	0.02366556745
459	0.02363447881
460	0.02356873173
461	0.0234560994
462	0.02343989242
463	0.0234311621
464	0.02333460069
465	0.02311842419
466	0.02298632198
467	0.02288791724
468	0.02271081507
469	0.02257030538
470	0.02251886571
471	0.02241583081
472	0.02233491381
473	0.02227850449
474	0.02219832858
475	0.02214700611
476	0.02213900335
477	0.02206733761
478	0.02199985635
479	0.02198525315
480	0.02192339773
481	0.02183331631
482	0.02163716153
483	0.02163715929
484	0.02157998592
485	0.02152892339
486	0.02152891863
487	0.02140749994
488	0.02137160473
489	0.02135560618
490	0.02113876106
491	0.0210599905
492	0.02095789033
493	0.02082702393
494	0.02082309676
495	0.02078388784
496	0.02069767865
497	0.02060214838
498	0.02056571832
499	0.02048015825
